,HospitalDirectory,HospitalPrice
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South San Francisco,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South San Francisco,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South San Francisco,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South San Francisco,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South San Francisco,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South San Francisco,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South San Francisco,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South San Francisco,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South San Francisco,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South San Francisco,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South San Francisco,2500
25,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Bay,70450
26,/Users/ryanripper/Downloads/2019/St Mary Medical Center - Long Beach,2457
19,/Users/ryanripper/Downloads/2019/Stanislaus Surgical Center,
9420,/Users/ryanripper/Downloads/2019/Casa Colina Hospital and Centers for Health Care,560.0
26,/Users/ryanripper/Downloads/2019/Casa Colina Hospital and Centers for Health Care,560
6132,/Users/ryanripper/Downloads/2019/Community Hospital of the Monterey Peninsula,2032.0
26,/Users/ryanripper/Downloads/2019/Community Hospital of the Monterey Peninsula,2065
9429,/Users/ryanripper/Downloads/2019/Mercy Hospital - Bakersfield,70450
11884,/Users/ryanripper/Downloads/2019/Mercy Hospital - Bakersfield,70450
11998,/Users/ryanripper/Downloads/2019/Mercy Hospital - Bakersfield,70450
12136,/Users/ryanripper/Downloads/2019/Mercy Hospital - Bakersfield,70450
12220,/Users/ryanripper/Downloads/2019/Mercy Hospital - Bakersfield,70450
12285,/Users/ryanripper/Downloads/2019/Mercy Hospital - Bakersfield,70450
12533,/Users/ryanripper/Downloads/2019/Mercy Hospital - Bakersfield,70450
12597,/Users/ryanripper/Downloads/2019/Mercy Hospital - Bakersfield,70450
12941,/Users/ryanripper/Downloads/2019/Mercy Hospital - Bakersfield,70450
13442,/Users/ryanripper/Downloads/2019/Mercy Hospital - Bakersfield,70450
26,/Users/ryanripper/Downloads/2019/Mercy Hospital - Bakersfield,2685
19,/Users/ryanripper/Downloads/2019/Adventist Health Hanford,2684.82
25,/Users/ryanripper/Downloads/2019/Saddleback Memorial Medical Center,3491
26,/Users/ryanripper/Downloads/2019/St Joseph Medical Center - Stockton,6025
26,/Users/ryanripper/Downloads/2019/Natividad Medical Center,3911
1405,/Users/ryanripper/Downloads/2019/Marshall Medical Center,
26,/Users/ryanripper/Downloads/2019/Marshall Medical Center,3097.38
2987,/Users/ryanripper/Downloads/2019/Seton Medical Center,70450
3101,/Users/ryanripper/Downloads/2019/Seton Medical Center,70450
26,/Users/ryanripper/Downloads/2019/Seton Medical Center,3988
25,/Users/ryanripper/Downloads/2019/Shasta Regional Medical Center,
26,/Users/ryanripper/Downloads/2019/San Ramon Regional Medical Center,7132.33
26,/Users/ryanripper/Downloads/2019/Scripps Memorial Hospital - La Jolla,908
23,/Users/ryanripper/Downloads/2019/Adventist Health Simi Valley,4231.74
25,/Users/ryanripper/Downloads/2019/Long Beach Memorial Medical Center,3491
25,/Users/ryanripper/Downloads/2019/San Leandro Hospital,3275.342152736019
89,/Users/ryanripper/Downloads/2019/San Leandro Hospital,3290.7
26,/Users/ryanripper/Downloads/2019/El Camino Hospital,4548.89
6724,/Users/ryanripper/Downloads/2019/Martin Luther King Jr Community Hospital,70450
6847,/Users/ryanripper/Downloads/2019/Martin Luther King Jr Community Hospital,70450
6938,/Users/ryanripper/Downloads/2019/Martin Luther King Jr Community Hospital,70450
25,/Users/ryanripper/Downloads/2019/Martin Luther King Jr Community Hospital,11171
26,/Users/ryanripper/Downloads/2019/Seneca Healthcare District,2847
26,/Users/ryanripper/Downloads/2019/Fountain Valley Regional Hospital,6875.33
26,/Users/ryanripper/Downloads/2019/Providence Little Co. of Mary Med Ctr - Torrance,3140
25,/Users/ryanripper/Downloads/2019/Highland Hospital,3252.6659744882822
833,/Users/ryanripper/Downloads/2019/Highland Hospital,3291
26,/Users/ryanripper/Downloads/2019/Kern Valley Hospital,2399.28
26,/Users/ryanripper/Downloads/2019/Providence St Johns Health Center,3007
26,/Users/ryanripper/Downloads/2019/John Muir Medical Center - Walnut Creek Campus,1292.25
25,/Users/ryanripper/Downloads/2019/Santa Rosa Memorial Hospital,1294
2767,/Users/ryanripper/Downloads/2019/Santa Rosa Memorial Hospital,351
2768,/Users/ryanripper/Downloads/2019/Santa Rosa Memorial Hospital,351
25,/Users/ryanripper/Downloads/2019/Petaluma Valley Hospital,1282
2018,/Users/ryanripper/Downloads/2019/Petaluma Valley Hospital,351
2019,/Users/ryanripper/Downloads/2019/Petaluma Valley Hospital,351
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Vacaville,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Vacaville,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Vacaville,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Vacaville,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Vacaville,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Vacaville,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Vacaville,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Vacaville,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Vacaville,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Vacaville,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Vacaville,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Vacaville,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Vacaville,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Vacaville,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Vacaville,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Vacaville,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Vacaville,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Vacaville,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Vacaville,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Vacaville,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Vacaville,2500
26,/Users/ryanripper/Downloads/2019/Menifee Valley Medical Center,2045.75
26,/Users/ryanripper/Downloads/2019/Delano Regional Medical Center,1275.5
26,/Users/ryanripper/Downloads/2019/St Johns Pleasant Valley Hospital,3039
32186,/Users/ryanripper/Downloads/2019/Los Robles Medical Center,CT HEAD/BRAIN W/O CONT  
37123,/Users/ryanripper/Downloads/2019/Los Robles Medical Center,CT HEAD/BRAIN W/O CONT  
37405,/Users/ryanripper/Downloads/2019/Los Robles Medical Center,CT HEAD/BRAIN W/O CONT  
26,/Users/ryanripper/Downloads/2019/Los Robles Medical Center,
26,/Users/ryanripper/Downloads/2019/Los Robles Medical Center,
26,/Users/ryanripper/Downloads/2019/Los Robles Medical Center,4184
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Rafael,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Rafael,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Rafael,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Rafael,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Rafael,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Rafael,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Rafael,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Rafael,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Rafael,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Rafael,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Rafael,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Rafael,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Rafael,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Rafael,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Rafael,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Rafael,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Rafael,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Rafael,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Rafael,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Rafael,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Rafael,2500
1009,/Users/ryanripper/Downloads/2019/Los Angeles Community Hospital,CT SCAN HEAD W/O CONT.
27,/Users/ryanripper/Downloads/2019/Los Angeles Community Hospital,
27,/Users/ryanripper/Downloads/2019/Los Angeles Community Hospital,3825
27,/Users/ryanripper/Downloads/2019/Los Angeles Community Hospital,3825
981,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Panorama City,CT SCAN HEAD W/O CONT.
25,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Panorama City,70450
26,/Users/ryanripper/Downloads/2019/Childrens Hospital & Research Center at Oakland,4004
11889,/Users/ryanripper/Downloads/2019/Bakersfield Memorial Hospital,70450
12003,/Users/ryanripper/Downloads/2019/Bakersfield Memorial Hospital,70450
12141,/Users/ryanripper/Downloads/2019/Bakersfield Memorial Hospital,70450
12225,/Users/ryanripper/Downloads/2019/Bakersfield Memorial Hospital,70450
12290,/Users/ryanripper/Downloads/2019/Bakersfield Memorial Hospital,70450
12538,/Users/ryanripper/Downloads/2019/Bakersfield Memorial Hospital,70450
12602,/Users/ryanripper/Downloads/2019/Bakersfield Memorial Hospital,70450
13447,/Users/ryanripper/Downloads/2019/Bakersfield Memorial Hospital,70450
14745,/Users/ryanripper/Downloads/2019/Bakersfield Memorial Hospital,70450
14799,/Users/ryanripper/Downloads/2019/Bakersfield Memorial Hospital,70450
14975,/Users/ryanripper/Downloads/2019/Bakersfield Memorial Hospital,70450
15054,/Users/ryanripper/Downloads/2019/Bakersfield Memorial Hospital,70450
26,/Users/ryanripper/Downloads/2019/Bakersfield Memorial Hospital,2685
16822,/Users/ryanripper/Downloads/2019/Kindred Hospital - Brea,1748.84
22684,/Users/ryanripper/Downloads/2019/Kindred Hospital - Westminster,
26,/Users/ryanripper/Downloads/2019/Temecula Valley Hospital,3863
30,/Users/ryanripper/Downloads/2019/Tri-City Medical Center,3018
25,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Riverside,70450
25,/Users/ryanripper/Downloads/2019/USC-Kenneth Norris Cancer Hospital,1852.97
26,/Users/ryanripper/Downloads/2019/UCSF Medical Center,2917
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Manteca-Modesto,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Manteca-Modesto,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Manteca-Modesto,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Manteca-Modesto,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Manteca-Modesto,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Manteca-Modesto,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Manteca-Modesto,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Manteca-Modesto,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Manteca-Modesto,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Manteca-Modesto,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Manteca-Modesto,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Manteca-Modesto,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Manteca-Modesto,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Manteca-Modesto,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Manteca-Modesto,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Manteca-Modesto,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Manteca-Modesto,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Manteca-Modesto,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Manteca-Modesto,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Manteca-Modesto,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Manteca-Modesto,2500
26,/Users/ryanripper/Downloads/2019/Doctors Medical Center - Modesto,9324.93
26,/Users/ryanripper/Downloads/2019/Ballard Rehabilitation Hospital,1952.75
777,/Users/ryanripper/Downloads/2019/Ballard Rehabilitation Hospital,
779,/Users/ryanripper/Downloads/2019/Ballard Rehabilitation Hospital,
5443,/Users/ryanripper/Downloads/2019/Ballard Rehabilitation Hospital,
5771,/Users/ryanripper/Downloads/2019/Ballard Rehabilitation Hospital,
26,/Users/ryanripper/Downloads/2019/St Louise Regional Hospital,696
