,name,beds,city,website
401,South Sacramento Medical Center,233,Sacramento,https://www.ahd.com/free_profile/050674/South_Sacramento_Medical_Center/Sacramento/California/
402,Southern California Hospital at Culver City,406,Culver City,https://www.ahd.com/free_profile/050752/Southern_California_Hospital_at_Culver_City/Culver_City/California/
403,Southern California Hospital at Hollywood,612,Hollywood,https://www.ahd.com/free_profile/050135/Southern_California_Hospital_at_Hollywood/Hollywood/California/
404,Southern California Hospital at Van Nuys,0,Van Nuys,https://www.ahd.com/free_profile/I41903/Southern_California_Hospital_at_Van_Nuys/Van_Nuys/California/
405,Southern Inyo Hospital,37,Lone Pine,https://www.ahd.com/free_profile/051302/Southern_Inyo_Hospital/Lone_Pine/California/
406,Stanford Health - ValleyCare - Pleasanton,0,Pleasanton,https://www.ahd.com/free_profile/I41163/Stanford_Health_-_ValleyCare_-_Pleasanton/Pleasanton/California/
407,Stanford Health Care - ValleyCare-Livermore,242,Livermore,https://www.ahd.com/free_profile/050283/Stanford_Health_Care_-_ValleyCare-Livermore/Livermore/California/
408,Stanford Hospital,553,Stanford,https://www.ahd.com/free_profile/050441/Stanford_Hospital/Stanford/California/
409,Stanislaus Surgical Hospital,23,Modesto,https://www.ahd.com/free_profile/050726/Stanislaus_Surgical_Hospital/Modesto/California/
410,Sunland Home Foundation,9,Encinitas,https://www.ahd.com/free_profile/051990/Sunland_Home_Foundation/Encinitas/California/
411,Surprise Valley Healthcare District,26,Cedarville,https://www.ahd.com/free_profile/051308/Surprise_Valley_Healthcare_District/Cedarville/California/
412,Sutter Amador Hospital,52,Jackson,https://www.ahd.com/free_profile/050014/Sutter_Amador_Hospital/Jackson/California/
413,Sutter Auburn Faith Hospital,64,Auburn,https://www.ahd.com/free_profile/050498/Sutter_Auburn_Faith_Hospital/Auburn/California/
414,Sutter Center for Psychiatry,73,Sacramento,https://www.ahd.com/free_profile/054096/Sutter_Center_for_Psychiatry/Sacramento/California/
415,Sutter Coast Hospital,49,Crescent City,https://www.ahd.com/free_profile/050417/Sutter_Coast_Hospital/Crescent_City/California/
416,Sutter Davis Hospital,48,Davis,https://www.ahd.com/free_profile/050537/Sutter_Davis_Hospital/Davis/California/
417,Sutter Delta Medical Center,145,Antioch,https://www.ahd.com/free_profile/050523/Sutter_Delta_Medical_Center/Antioch/California/
418,Sutter Lakeside Hospital,25,Lakeport,https://www.ahd.com/free_profile/051329/Sutter_Lakeside_Hospital/Lakeport/California/
419,Sutter Maternity and Surgery Center of Santa Cruz,28,Santa Cruz,https://www.ahd.com/free_profile/050714/Sutter_Maternity_and_Surgery_Center_of_Santa_Cruz/Santa_Cruz/California/
420,Sutter Medical Center,501,Sacramento,https://www.ahd.com/free_profile/050108/Sutter_Medical_Center/Sacramento/California/
421,Sutter Roseville Medical Center,343,Roseville,https://www.ahd.com/free_profile/050309/Sutter_Roseville_Medical_Center/Roseville/California/
422,Sutter Santa Rosa Regional Hospital,84,Santa Rosa,https://www.ahd.com/free_profile/050291/Sutter_Santa_Rosa_Regional_Hospital/Santa_Rosa/California/
423,Sutter Solano Medical Center,106,Vallejo,https://www.ahd.com/free_profile/050101/Sutter_Solano_Medical_Center/Vallejo/California/
424,Sutter Surgical Hospital North Valley,14,Yuba City,https://www.ahd.com/free_profile/050766/Sutter_Surgical_Hospital_North_Valley/Yuba_City/California/
425,Sutter Tracy Community Hospital,77,Tracy,https://www.ahd.com/free_profile/050313/Sutter_Tracy_Community_Hospital/Tracy/California/
426,Tahoe Forest Hospital,62,Truckee,https://www.ahd.com/free_profile/051328/Tahoe_Forest_Hospital/Truckee/California/
427,Tarzana Treatment Center,4,Tarzana,https://www.ahd.com/free_profile/054148/Tarzana_Treatment_Center/Tarzana/California/
428,Temecula Valley Hospital,140,Temecula,https://www.ahd.com/free_profile/050775/Temecula_Valley_Hospital/Temecula/California/
429,Thousand Oaks Surgical Hospital,21,Thousand Oaks,https://www.ahd.com/free_profile/050749/Thousand_Oaks_Surgical_Hospital/Thousand_Oaks/California/
430,Torrance Memorial Medical Center,533,Torrance,https://www.ahd.com/free_profile/050351/Torrance_Memorial_Medical_Center/Torrance/California/
431,Totally Kids Rehabilitation Hospital ,0,Loma Linda,https://www.ahd.com/free_profile/053038/Totally_Kids_Rehabilitation_Hospital_/Loma_Linda/California/
432,Tri-City Medical Center,320,Oceanside,https://www.ahd.com/free_profile/050128/Tri-City_Medical_Center/Oceanside/California/
433,Twin Cities Community Hospital,122,Templeton,https://www.ahd.com/free_profile/050633/Twin_Cities_Community_Hospital/Templeton/California/
434,UC Davis Medical Center,617,Sacramento,https://www.ahd.com/free_profile/050599/UC_Davis_Medical_Center/Sacramento/California/
435,UC San Diego Medical Center,717,San Diego,https://www.ahd.com/free_profile/050025/UC_San_Diego_Medical_Center/San_Diego/California/
436,UCI Health,407,Orange,https://www.ahd.com/free_profile/050348/UCI_Health/Orange/California/
437,UCLA Mattel Children's Hospital,0,Los Angeles,https://www.ahd.com/free_profile/I42273/UCLA_Mattel_Children%27s_Hospital/Los_Angeles/California/
438,UCLA Resnick Neuropsychiatric Hospital ,74,Los Angeles,https://www.ahd.com/free_profile/054009/UCLA_Resnick_Neuropsychiatric_Hospital_/Los_Angeles/California/
439,UCLA Santa Monica Medical Center,281,Santa Monica,https://www.ahd.com/free_profile/050112/UCLA_Santa_Monica_Medical_Center/Santa_Monica/California/
440,UCSF Benioff Children's Hospital Oakland,206,Oakland,https://www.ahd.com/free_profile/053301/UCSF_Benioff_Children%27s_Hospital_Oakland/Oakland/California/
441,UCSF Benioff Children's Hospital San Francisco at Mission Bay,0,San Francisco ,https://www.ahd.com/free_profile/I42130/UCSF_Benioff_Children%27s_Hospital_San_Francisco_at_Mission_Bay/San_Francisco_/California/
442,UCSF Betty Irene Moore Women's Hospital,0,San Francisco,https://www.ahd.com/free_profile/I42016/UCSF_Betty_Irene_Moore_Women%27s_Hospital/San_Francisco/California/
443,UCSF Helen Diller Medical Center at Parnassus Heights,785,San Francisco,https://www.ahd.com/free_profile/050454/UCSF_Helen_Diller_Medical_Center_at_Parnassus_Heights/San_Francisco/California/
444,UCSF Medical Center at Mission Bay ,0,San Francisco,https://www.ahd.com/free_profile/I42237/UCSF_Medical_Center_at_Mission_Bay_/San_Francisco/California/
445,USC Norris Comprehensive Cancer Center,60,Los Angeles,https://www.ahd.com/free_profile/050660/USC_Norris_Comprehensive_Cancer_Center/Los_Angeles/California/
446,USC Verdugo Hills Hospital,158,Glendale,https://www.ahd.com/free_profile/050124/USC_Verdugo_Hills_Hospital/Glendale/California/
447,VA Central California Health Care System,0,Fresno,https://www.ahd.com/free_profile/05025F/VA_Central_California_Health_Care_System/Fresno/California/
448,VA Greater Los Angeles Healthcare System - West Los Angeles Medical Center,0,Los Angeles,https://www.ahd.com/free_profile/05128F/VA_Greater_Los_Angeles_Healthcare_System_-_West_Los_Angeles_Medical_Center/Los_Angeles/California/
449,VA Loma Linda Healthcare System,0,Loma Linda,https://www.ahd.com/free_profile/05127E/VA_Loma_Linda_Healthcare_System/Loma_Linda/California/
450,VA Long Beach Healthcare System ,0,Long Beach,https://www.ahd.com/free_profile/05027F/VA_Long_Beach_Healthcare_System_/Long_Beach/California/
451,VA Northern California Health Care System - Valley Division - Sacramento VA Medical Center,0,Mather,https://www.ahd.com/free_profile/05013F/VA_Northern_California_Health_Care_System_-_Valley_Division_-_Sacramento_VA_Medical_Center/Mather/California/
452,VA Palo Alto Health Care System - Palo Alto Division,0,Palo Alto,https://www.ahd.com/free_profile/05031F/VA_Palo_Alto_Health_Care_System_-_Palo_Alto_Division/Palo_Alto/California/
453,VA San Diego Healthcare System,0,San Diego,https://www.ahd.com/free_profile/05114F/VA_San_Diego_Healthcare_System/San_Diego/California/
454,Vacaville Medical Center,144,Vacaville,https://www.ahd.com/free_profile/050767/Vacaville_Medical_Center/Vacaville/California/
455,Vallejo Hospital & Medical Offices,248,Vallejo,https://www.ahd.com/free_profile/050073/Vallejo_Hospital_%26_Medical_Offices/Vallejo/California/
456,Valley Children's Healthcare,358,Madera,https://www.ahd.com/free_profile/053300/Valley_Children%27s_Healthcare/Madera/California/
457,Valley Presbyterian Hospital,350,Van Nuys,https://www.ahd.com/free_profile/050126/Valley_Presbyterian_Hospital/Van_Nuys/California/
458,Ventura County Medical Center,272,Ventura,https://www.ahd.com/free_profile/050159/Ventura_County_Medical_Center/Ventura/California/
459,Vibra Hospital of Northern California ,88,Redding,https://www.ahd.com/free_profile/052047/Vibra_Hospital_of_Northern_California_/Redding/California/
460,Vibra Hospital of Sacramento,58,Folsom,https://www.ahd.com/free_profile/052033/Vibra_Hospital_of_Sacramento/Folsom/California/
461,Vibra Rehabilitation Hospital of Rancho Mirage,50,Rancho Mirage,https://www.ahd.com/free_profile/053041/Vibra_Rehabilitation_Hospital_of_Rancho_Mirage/Rancho_Mirage/California/
462,Victor Valley Global Medical Center,101,Victorville,https://www.ahd.com/free_profile/050517/Victor_Valley_Global_Medical_Center/Victorville/California/
463,Visalia Ambulatory Surgical Center,0,Visalia,https://www.ahd.com/free_profile/050820/Visalia_Ambulatory_Surgical_Center/Visalia/California/
464,Vista Del Mar Hospital,87,Ventura,https://www.ahd.com/free_profile/054077/Vista_Del_Mar_Hospital/Ventura/California/
465,Walnut Creek Medical Center ,554,Walnut Creek,https://www.ahd.com/free_profile/050180/Walnut_Creek_Medical_Center_/Walnut_Creek/California/
466,Walnut Creek Medical Center,233,Walnut Creek,https://www.ahd.com/free_profile/050072/Walnut_Creek_Medical_Center/Walnut_Creek/California/
467,Washington Hospital,365,Fremont,https://www.ahd.com/free_profile/050195/Washington_Hospital/Fremont/California/
468,Watsonville Community Hospital,106,Watsonville,https://www.ahd.com/free_profile/050194/Watsonville_Community_Hospital/Watsonville/California/
469,Weed Army Community Hospital,0,Fort Irwin,https://www.ahd.com/free_profile/I41006/Weed_Army_Community_Hospital/Fort_Irwin/California/
470,West Anaheim Medical Center,219,Anaheim,https://www.ahd.com/free_profile/050426/West_Anaheim_Medical_Center/Anaheim/California/
471,West Covina Medical Center,46,West Covina,https://www.ahd.com/free_profile/050096/West_Covina_Medical_Center/West_Covina/California/
472,West Hills Hospital & Medical Center,237,West Hills,https://www.ahd.com/free_profile/050481/West_Hills_Hospital_%26_Medical_Center/West_Hills/California/
473,West Los Angeles Medical Center,265,Los Angeles,https://www.ahd.com/free_profile/050561/West_Los_Angeles_Medical_Center/Los_Angeles/California/
474,Whittier Hospital Medical Center,178,Whittier,https://www.ahd.com/free_profile/050735/Whittier_Hospital_Medical_Center/Whittier/California/
475,Willow Rock Center,0,San Leandro,https://www.ahd.com/free_profile/054149/Willow_Rock_Center/San_Leandro/California/
476,Woodland  Memorial Hospital,105,Woodland,https://www.ahd.com/free_profile/050127/Woodland__Memorial_Hospital/Woodland/California/
477,Zuckerberg San Francisco General Hospital and Trauma Center,386,San Francisco,https://www.ahd.com/free_profile/050228/Zuckerberg_San_Francisco_General_Hospital_and_Trauma_Center/San_Francisco/California/
